label,start_datetime,end_datetime,room_capacity,room_name,course_name,course_code
cours,2024-04-18 14:00:00,2024-04-18 16:00:00,5.0,MED31219,Advanced additive manufacturing technologies,MICRO-413
exercice,2024-04-18 16:00:00,2024-04-18 17:00:00,12.0,MED31119,Advanced additive manufacturing technologies,MICRO-413
cours,2024-04-25 14:00:00,2024-04-25 16:00:00,5.0,MED31219,Advanced additive manufacturing technologies,MICRO-413
cours,2024-05-02 14:00:00,2024-05-02 16:00:00,5.0,MED31219,Advanced additive manufacturing technologies,MICRO-413
exercice,2024-05-23 16:00:00,2024-05-23 17:00:00,5.0,MED31219,Advanced additive manufacturing technologies,MICRO-413
cours,2024-03-19 09:00:00,2024-03-19 11:00:00,54.0,INF213,Space propulsion,ENG-510
exercice,2024-03-19 11:00:00,2024-03-19 12:00:00,54.0,INF213,Space propulsion,ENG-510
cours,2024-04-23 09:00:00,2024-04-23 11:00:00,54.0,INF213,Space propulsion,ENG-510
cours,2024-04-30 09:00:00,2024-04-30 11:00:00,54.0,INF213,Space propulsion,ENG-510
exercice,2024-02-26 15:00:00,2024-02-26 17:00:00,49.0,CM1100,Coxeter groups,MATH-335
cours,2024-03-04 13:00:00,2024-03-04 15:00:00,49.0,CM1100,Coxeter groups,MATH-335
exercice,2024-03-18 15:00:00,2024-03-18 17:00:00,49.0,CM1100,Coxeter groups,MATH-335
cours,2024-05-13 13:00:00,2024-05-13 15:00:00,49.0,CM1100,Coxeter groups,MATH-335
cours,2024-02-22 08:00:00,2024-02-22 10:00:00,80.0,SG0213,Architecture et énergie solaire,AR-449
exercice,2024-03-07 10:00:00,2024-03-07 11:00:00,80.0,SG0213,Architecture et énergie solaire,AR-449
exercice,2024-03-28 10:00:00,2024-03-28 11:00:00,80.0,SG0213,Architecture et énergie solaire,AR-449
cours,2024-04-11 08:00:00,2024-04-11 10:00:00,80.0,SG0213,Architecture et énergie solaire,AR-449
exercice,2024-04-11 10:00:00,2024-04-11 11:00:00,80.0,SG0213,Architecture et énergie solaire,AR-449
cours,2024-04-18 08:00:00,2024-04-18 10:00:00,80.0,SG0213,Architecture et énergie solaire,AR-449
cours,2024-04-15 08:00:00,2024-04-15 10:00:00,40.0,BC02,Student seminar: security protocols and applications,COM-506
cours,2024-05-06 08:00:00,2024-05-06 10:00:00,40.0,BC02,Student seminar: security protocols and applications,COM-506
cours,2024-02-21 13:00:00,2024-02-21 15:00:00,49.0,CM1100,Analyse de produits et systèmes,MICRO-443
cours,2024-02-21 13:00:00,2024-02-21 15:00:00,18.0,MED21519,Analyse de produits et systèmes,MICRO-443
cours,2024-03-06 13:00:00,2024-03-06 15:00:00,49.0,CM1100,Analyse de produits et systèmes,MICRO-443
cours,2024-04-10 13:00:00,2024-04-10 15:00:00,49.0,CM1100,Analyse de produits et systèmes,MICRO-443
cours,2024-05-29 13:00:00,2024-05-29 15:00:00,49.0,CM1100,Analyse de produits et systèmes,MICRO-443
exercice,2024-02-29 09:00:00,2024-02-29 11:00:00,59.0,MAA331,Introduction to stochastic PDEs,MATH-485
cours,2024-03-20 08:00:00,2024-03-20 10:00:00,59.0,MAA331,Introduction to stochastic PDEs,MATH-485
exercice,2024-04-18 09:00:00,2024-04-18 11:00:00,59.0,MAA331,Introduction to stochastic PDEs,MATH-485
exercice,2024-02-20 10:00:00,2024-02-20 12:00:00,84.0,MAB111,Equations aux dérivées partielles d'évolution,MATH-421
cours,2024-03-05 08:00:00,2024-03-05 10:00:00,84.0,MAB111,Equations aux dérivées partielles d'évolution,MATH-421
exercice,2024-05-31 11:00:00,2024-05-31 12:00:00,50.0,CHB331,Biochemical engineering,ChE-311
cours,2024-03-20 08:00:00,2024-03-20 10:00:00,86.0,INM202,Sustainable Japanese architecture and landscape,AR-506
exercice,2024-03-04 17:00:00,2024-03-04 19:00:00,100.0,CM1120,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-03-18 17:00:00,2024-03-18 19:00:00,64.0,CM1106,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-04-08 17:00:00,2024-04-08 19:00:00,100.0,CM1121,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-04-17 11:00:00,2024-04-17 12:00:00,308.0,CE16,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-05-01 11:00:00,2024-05-01 12:00:00,308.0,CE16,Physique générale : thermodynamique,PHYS-106(d)
cours,2024-05-13 15:00:00,2024-05-13 17:00:00,308.0,CE16,Physique générale : thermodynamique,PHYS-106(d)
cours,2024-05-22 10:00:00,2024-05-22 11:00:00,308.0,CE16,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-05-27 17:00:00,2024-05-27 19:00:00,100.0,CM1120,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-05-27 17:00:00,2024-05-27 19:00:00,100.0,CM1121,Physique générale : thermodynamique,PHYS-106(d)
cours,2024-05-29 10:00:00,2024-05-29 11:00:00,308.0,CE16,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-02-20 10:00:00,2024-02-20 12:00:00,65.0,CE1103,Introduction to machine learning,CS-233
projet,2024-02-23 15:00:00,2024-02-23 17:00:00,72.0,BS260,Introduction to machine learning,CS-233
projet,2024-03-01 15:00:00,2024-03-01 17:00:00,64.0,BS150,Introduction to machine learning,CS-233
exercice,2024-03-05 10:00:00,2024-03-05 12:00:00,100.0,CM1120,Introduction to machine learning,CS-233
exercice,2024-03-19 10:00:00,2024-03-19 12:00:00,100.0,CM1120,Introduction to machine learning,CS-233
projet,2024-03-22 15:00:00,2024-03-22 17:00:00,64.0,BS150,Introduction to machine learning,CS-233
projet,2024-03-22 15:00:00,2024-03-22 17:00:00,100.0,BS160,Introduction to machine learning,CS-233
projet,2024-04-12 15:00:00,2024-04-12 17:00:00,72.0,BS260,Introduction to machine learning,CS-233
exercice,2024-04-16 10:00:00,2024-04-16 12:00:00,65.0,CE1103,Introduction to machine learning,CS-233
exercice,2024-04-23 10:00:00,2024-04-23 12:00:00,64.0,CE1101,Introduction to machine learning,CS-233
exercice,2024-04-23 10:00:00,2024-04-23 12:00:00,100.0,CM1120,Introduction to machine learning,CS-233
projet,2024-05-10 15:00:00,2024-05-10 17:00:00,100.0,BS160,Introduction to machine learning,CS-233
projet,2024-05-17 15:00:00,2024-05-17 17:00:00,64.0,BS150,Introduction to machine learning,CS-233
exercice,2024-05-21 10:00:00,2024-05-21 12:00:00,64.0,CE1101,Introduction to machine learning,CS-233
exercice,2024-05-21 10:00:00,2024-05-21 12:00:00,65.0,CE1103,Introduction to machine learning,CS-233
projet,2024-05-24 15:00:00,2024-05-24 17:00:00,100.0,BS160,Introduction to machine learning,CS-233
exercice,2024-05-28 10:00:00,2024-05-28 12:00:00,64.0,CE1100,Introduction to machine learning,CS-233
cours,2024-03-19 13:00:00,2024-03-19 15:00:00,42.0,GCD0386,Physics of life,PHYS-468
cours,2024-04-16 13:00:00,2024-04-16 15:00:00,42.0,GCD0386,Physics of life,PHYS-468
cours,2024-04-30 13:00:00,2024-04-30 15:00:00,42.0,GCD0386,Physics of life,PHYS-468
cours,2024-05-14 13:00:00,2024-05-14 15:00:00,42.0,GCD0386,Physics of life,PHYS-468
cours,2024-05-21 13:00:00,2024-05-21 15:00:00,42.0,GCD0386,Physics of life,PHYS-468
cours,2024-03-19 13:00:00,2024-03-19 15:00:00,54.0,INF213,"Design, futurs et société",HUM-335
exercice,2024-02-22 15:00:00,2024-02-22 17:00:00,24.0,CM1111,Advanced computer graphics,CS-440
exercice,2024-02-22 15:00:00,2024-02-22 17:00:00,36.0,CM1112,Advanced computer graphics,CS-440
exercice,2024-03-07 15:00:00,2024-03-07 17:00:00,24.0,CM1111,Advanced computer graphics,CS-440
projet,2024-03-28 15:00:00,2024-03-28 17:00:00,84.0,BC01,Biomicroscopy II,MICRO-562
cours,2024-03-12 13:00:00,2024-03-12 17:00:00,239.0,BCH2201,"History of Architecture I,II",AR-123
cours,2024-05-28 13:00:00,2024-05-28 17:00:00,239.0,BCH2201,"History of Architecture I,II",AR-123
cours,2024-02-20 15:00:00,2024-02-20 17:00:00,58.0,GRA330,Enjeux politiques contemporains B,HUM-250
cours,2024-03-05 15:00:00,2024-03-05 17:00:00,58.0,GRA330,Enjeux politiques contemporains B,HUM-250
cours,2024-04-16 15:00:00,2024-04-16 17:00:00,58.0,GRA330,Enjeux politiques contemporains B,HUM-250
cours,2024-05-21 15:00:00,2024-05-21 17:00:00,58.0,GRA330,Enjeux politiques contemporains B,HUM-250
cours,2024-03-14 08:00:00,2024-03-14 10:00:00,80.0,SG0213,Architecture et énergie solaire,AR-449
exercice,2024-03-14 10:00:00,2024-03-14 11:00:00,80.0,SG0213,Architecture et énergie solaire,AR-449
exercice,2024-05-23 10:00:00,2024-05-23 11:00:00,80.0,SG0213,Architecture et énergie solaire,AR-449
cours,2024-03-18 08:00:00,2024-03-18 10:00:00,40.0,BC02,Student seminar: security protocols and applications,COM-506
cours,2024-04-22 08:00:00,2024-04-22 10:00:00,40.0,BC02,Student seminar: security protocols and applications,COM-506
cours,2024-02-28 13:00:00,2024-02-28 15:00:00,18.0,MED21519,Analyse de produits et systèmes,MICRO-443
cours,2024-03-06 13:00:00,2024-03-06 15:00:00,18.0,MED21519,Analyse de produits et systèmes,MICRO-443
cours,2024-03-13 13:00:00,2024-03-13 15:00:00,18.0,MED21519,Analyse de produits et systèmes,MICRO-443
cours,2024-04-17 13:00:00,2024-04-17 15:00:00,18.0,MED21519,Analyse de produits et systèmes,MICRO-443
cours,2024-04-24 13:00:00,2024-04-24 15:00:00,18.0,MED21519,Analyse de produits et systèmes,MICRO-443
cours,2024-05-08 13:00:00,2024-05-08 15:00:00,49.0,CM1100,Analyse de produits et systèmes,MICRO-443
cours,2024-02-29 08:00:00,2024-02-29 09:00:00,59.0,MAA331,Introduction to stochastic PDEs,MATH-485
cours,2024-03-07 08:00:00,2024-03-07 09:00:00,59.0,MAA331,Introduction to stochastic PDEs,MATH-485
cours,2024-03-13 08:00:00,2024-03-13 10:00:00,59.0,MAA331,Introduction to stochastic PDEs,MATH-485
exercice,2024-03-21 09:00:00,2024-03-21 11:00:00,59.0,MAA331,Introduction to stochastic PDEs,MATH-485
cours,2024-04-17 08:00:00,2024-04-17 10:00:00,59.0,MAA331,Introduction to stochastic PDEs,MATH-485
cours,2024-04-18 08:00:00,2024-04-18 09:00:00,59.0,MAA331,Introduction to stochastic PDEs,MATH-485
cours,2024-04-25 08:00:00,2024-04-25 09:00:00,59.0,MAA331,Introduction to stochastic PDEs,MATH-485
cours,2024-05-22 08:00:00,2024-05-22 10:00:00,59.0,MAA331,Introduction to stochastic PDEs,MATH-485
exercice,2024-02-27 10:00:00,2024-02-27 12:00:00,84.0,MAB111,Equations aux dérivées partielles d'évolution,MATH-421
cours,2024-03-12 08:00:00,2024-03-12 10:00:00,84.0,MAB111,Equations aux dérivées partielles d'évolution,MATH-421
cours,2024-05-07 08:00:00,2024-05-07 10:00:00,84.0,MAB111,Equations aux dérivées partielles d'évolution,MATH-421
cours,2024-05-14 08:00:00,2024-05-14 10:00:00,84.0,MAB111,Equations aux dérivées partielles d'évolution,MATH-421
exercice,2024-03-08 11:00:00,2024-03-08 12:00:00,50.0,CHB331,Biochemical engineering,ChE-311
cours,2024-03-15 09:00:00,2024-03-15 11:00:00,50.0,CHB331,Biochemical engineering,ChE-311
exercice,2024-03-15 11:00:00,2024-03-15 12:00:00,50.0,CHB331,Biochemical engineering,ChE-311
cours,2024-03-22 09:00:00,2024-03-22 11:00:00,50.0,CHB331,Biochemical engineering,ChE-311
cours,2024-04-12 09:00:00,2024-04-12 11:00:00,50.0,CHB331,Biochemical engineering,ChE-311
exercice,2024-05-03 11:00:00,2024-05-03 12:00:00,50.0,CHB331,Biochemical engineering,ChE-311
exercice,2024-05-10 11:00:00,2024-05-10 12:00:00,50.0,CHB331,Biochemical engineering,ChE-311
cours,2024-02-28 08:00:00,2024-02-28 10:00:00,86.0,INM202,Sustainable Japanese architecture and landscape,AR-506
cours,2024-03-06 08:00:00,2024-03-06 10:00:00,86.0,INM202,Sustainable Japanese architecture and landscape,AR-506
cours,2024-03-27 08:00:00,2024-03-27 10:00:00,86.0,INM202,Sustainable Japanese architecture and landscape,AR-506
cours,2024-04-17 08:00:00,2024-04-17 10:00:00,86.0,INM202,Sustainable Japanese architecture and landscape,AR-506
cours,2024-05-29 08:00:00,2024-05-29 10:00:00,86.0,INM202,Sustainable Japanese architecture and landscape,AR-506
exercice,2024-02-19 17:00:00,2024-02-19 19:00:00,100.0,CM1121,Physique générale : thermodynamique,PHYS-106(d)
cours,2024-03-06 10:00:00,2024-03-06 11:00:00,308.0,CE16,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-03-13 11:00:00,2024-03-13 12:00:00,308.0,CE16,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-03-25 17:00:00,2024-03-25 19:00:00,100.0,CM1121,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-04-08 17:00:00,2024-04-08 19:00:00,64.0,CM1106,Physique générale : thermodynamique,PHYS-106(d)
cours,2024-04-10 10:00:00,2024-04-10 11:00:00,308.0,CE16,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-04-15 17:00:00,2024-04-15 19:00:00,100.0,CM1120,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-05-06 17:00:00,2024-05-06 19:00:00,100.0,CM1120,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-05-15 11:00:00,2024-05-15 12:00:00,308.0,CE16,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-05-22 11:00:00,2024-05-22 12:00:00,308.0,CE16,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-05-29 11:00:00,2024-05-29 12:00:00,308.0,CE16,Physique générale : thermodynamique,PHYS-106(d)
exercice,2024-02-20 10:00:00,2024-02-20 12:00:00,64.0,CE1101,Introduction to machine learning,CS-233
projet,2024-02-23 15:00:00,2024-02-23 17:00:00,64.0,BS150,Introduction to machine learning,CS-233
projet,2024-03-08 15:00:00,2024-03-08 17:00:00,72.0,BS260,Introduction to machine learning,CS-233
projet,2024-03-15 15:00:00,2024-03-15 17:00:00,64.0,BS150,Introduction to machine learning,CS-233
projet,2024-03-15 15:00:00,2024-03-15 17:00:00,72.0,BS260,Introduction to machine learning,CS-233
exercice,2024-03-19 10:00:00,2024-03-19 12:00:00,64.0,CE1101,Introduction to machine learning,CS-233
exercice,2024-03-26 10:00:00,2024-03-26 12:00:00,65.0,CE1103,Introduction to machine learning,CS-233
projet,2024-04-19 15:00:00,2024-04-19 17:00:00,100.0,BS160,Introduction to machine learning,CS-233
exercice,2024-04-30 10:00:00,2024-04-30 12:00:00,100.0,CM1120,Introduction to machine learning,CS-233
exercice,2024-05-07 10:00:00,2024-05-07 12:00:00,64.0,CE1100,Introduction to machine learning,CS-233
exercice,2024-03-28 15:00:00,2024-03-28 17:00:00,24.0,CM1111,Advanced computer graphics,CS-440
cours,2024-03-13 15:00:00,2024-03-13 17:00:00,49.0,CM012,Fundamentals of separation processes,ChE-310
cours,2024-05-01 15:00:00,2024-05-01 17:00:00,49.0,CM012,Fundamentals of separation processes,ChE-310
cours,2024-03-05 13:00:00,2024-03-05 15:00:00,71.0,GCA330,Santé Personnalisée: un défi biomédical et social,HUM-388
exercice,2024-03-14 10:00:00,2024-03-14 12:00:00,79.0,INR219,Advanced probability and applications,COM-417
exercice,2024-05-02 10:00:00,2024-05-02 12:00:00,79.0,INR219,Advanced probability and applications,COM-417
cours,2024-05-16 08:00:00,2024-05-16 10:00:00,79.0,INR219,Advanced probability and applications,COM-417
cours,2024-05-30 08:00:00,2024-05-30 10:00:00,79.0,INR219,Advanced probability and applications,COM-417
projet,2024-02-27 15:00:00,2024-02-27 18:00:00,38.0,INM203,History and the digital,DH-412
projet,2024-03-26 15:00:00,2024-03-26 18:00:00,38.0,INM203,History and the digital,DH-412
projet,2024-04-23 15:00:00,2024-04-23 18:00:00,38.0,INM203,History and the digital,DH-412
cours,2024-04-30 10:00:00,2024-04-30 12:00:00,38.0,INM203,History and the digital,DH-412
cours,2024-05-14 10:00:00,2024-05-14 12:00:00,38.0,INM203,History and the digital,DH-412
cours,2024-05-23 16:00:00,2024-05-23 18:00:00,64.0,GRC001,Sensing and spatial modeling for earth observation,ENV-408
exercice,2024-05-24 09:00:00,2024-05-24 12:00:00,64.0,GRC001,Sensing and spatial modeling for earth observation,ENV-408
cours,2024-03-13 13:00:00,2024-03-13 15:00:00,64.0,CM1221,Introduction to nuclear engineering,ME-464
cours,2024-05-01 13:00:00,2024-05-01 15:00:00,64.0,CM1221,Introduction to nuclear engineering,ME-464
cours,2024-03-18 08:00:00,2024-03-18 12:00:00,80.0,ODY016,Marketing & sustainability in a digital world,MGT-532
cours,2024-04-29 08:00:00,2024-04-29 12:00:00,80.0,ODY016,Marketing & sustainability in a digital world,MGT-532
exercice,2024-05-07 17:00:00,2024-05-07 18:00:00,50.0,CHB331,Thermodynamics of energy conversion and storage,ChE-414
cours,2024-05-28 15:00:00,2024-05-28 17:00:00,50.0,CHB331,Thermodynamics of energy conversion and storage,ChE-414
cours,2024-02-19 16:00:00,2024-02-19 18:00:00,70.0,CE1104,Risk management,ENG-430
cours,2024-03-04 16:00:00,2024-03-04 18:00:00,70.0,CE1104,Risk management,ENG-430
cours,2024-04-15 16:00:00,2024-04-15 18:00:00,70.0,CE1104,Risk management,ENG-430
cours,2024-05-06 16:00:00,2024-05-06 18:00:00,70.0,CE1104,Risk management,ENG-430
exercice,2024-02-22 16:00:00,2024-02-22 17:00:00,60.0,CM013,Probabilités et statistique,MATH-234(d)
exercice,2024-02-22 16:00:00,2024-02-22 17:00:00,49.0,CM012,Probabilités et statistique,MATH-234(d)
exercice,2024-02-29 16:00:00,2024-02-29 17:00:00,100.0,CM1120,Probabilités et statistique,MATH-234(d)
exercice,2024-03-07 16:00:00,2024-03-07 17:00:00,56.0,CM011,Probabilités et statistique,MATH-234(d)
cours,2024-03-14 14:00:00,2024-03-14 16:00:00,450.0,STCC78025,Probabilités et statistique,MATH-234(d)
exercice,2024-03-21 16:00:00,2024-03-21 17:00:00,100.0,CM1121,Probabilités et statistique,MATH-234(d)
exercice,2024-04-11 16:00:00,2024-04-11 17:00:00,64.0,CM1221,Probabilités et statistique,MATH-234(d)
exercice,2024-04-18 16:00:00,2024-04-18 17:00:00,49.0,CM012,Probabilités et statistique,MATH-234(d)
exercice,2024-05-02 16:00:00,2024-05-02 17:00:00,60.0,CM013,Probabilités et statistique,MATH-234(d)
exercice,2024-05-16 16:00:00,2024-05-16 17:00:00,56.0,CM011,Probabilités et statistique,MATH-234(d)
exercice,2024-05-30 16:00:00,2024-05-30 17:00:00,100.0,CM1120,Probabilités et statistique,MATH-234(d)
cours,2024-03-14 14:00:00,2024-03-14 16:00:00,5.0,MED31219,Advanced additive manufacturing technologies,MICRO-413
exercice,2024-03-21 16:00:00,2024-03-21 17:00:00,5.0,MED31219,Advanced additive manufacturing technologies,MICRO-413
cours,2024-04-11 14:00:00,2024-04-11 16:00:00,5.0,MED31219,Advanced additive manufacturing technologies,MICRO-413
cours,2024-03-12 09:00:00,2024-03-12 11:00:00,54.0,INF213,Space propulsion,ENG-510
cours,2024-04-16 09:00:00,2024-04-16 11:00:00,54.0,INF213,Space propulsion,ENG-510
exercice,2024-04-16 11:00:00,2024-04-16 12:00:00,54.0,INF213,Space propulsion,ENG-510
exercice,2024-04-30 11:00:00,2024-04-30 12:00:00,54.0,INF213,Space propulsion,ENG-510
cours,2024-05-14 09:00:00,2024-05-14 11:00:00,54.0,INF213,Space propulsion,ENG-510
exercice,2024-05-21 11:00:00,2024-05-21 12:00:00,54.0,INF213,Space propulsion,ENG-510
exercice,2024-02-29 14:00:00,2024-02-29 15:00:00,84.0,BC01,Biomicroscopy II,MICRO-562
projet,2024-02-29 15:00:00,2024-02-29 17:00:00,84.0,BC01,Biomicroscopy II,MICRO-562
exercice,2024-03-14 14:00:00,2024-03-14 15:00:00,84.0,BC01,Biomicroscopy II,MICRO-562
projet,2024-03-14 15:00:00,2024-03-14 17:00:00,84.0,BC01,Biomicroscopy II,MICRO-562
cours,2024-04-11 13:00:00,2024-04-11 14:00:00,84.0,BC01,Biomicroscopy II,MICRO-562
exercice,2024-04-18 14:00:00,2024-04-18 15:00:00,84.0,BC01,Biomicroscopy II,MICRO-562
cours,2024-02-20 13:00:00,2024-02-20 17:00:00,239.0,BCH2201,"History of Architecture I,II",AR-123
cours,2024-03-05 13:00:00,2024-03-05 17:00:00,239.0,BCH2201,"History of Architecture I,II",AR-123
cours,2024-03-26 13:00:00,2024-03-26 17:00:00,239.0,BCH2201,"History of Architecture I,II",AR-123
cours,2024-04-16 13:00:00,2024-04-16 17:00:00,239.0,BCH2201,"History of Architecture I,II",AR-123
cours,2024-04-23 13:00:00,2024-04-23 17:00:00,239.0,BCH2201,"History of Architecture I,II",AR-123
cours,2024-03-19 15:00:00,2024-03-19 17:00:00,58.0,GRA330,Enjeux politiques contemporains B,HUM-250
cours,2024-03-25 13:00:00,2024-03-25 15:00:00,49.0,CM1100,Coxeter groups,MATH-335
exercice,2024-05-27 15:00:00,2024-05-27 17:00:00,49.0,CM1100,Coxeter groups,MATH-335
exercice,2024-05-14 10:00:00,2024-05-14 12:00:00,64.0,CE1100,Introduction to machine learning,CS-233
exercice,2024-05-14 10:00:00,2024-05-14 12:00:00,65.0,CE1103,Introduction to machine learning,CS-233
projet,2024-05-17 15:00:00,2024-05-17 17:00:00,100.0,BS160,Introduction to machine learning,CS-233
cours,2024-02-20 13:00:00,2024-02-20 15:00:00,42.0,GCD0386,Physics of life,PHYS-468
exercice,2024-03-12 15:00:00,2024-03-12 17:00:00,42.0,GCD0386,Physics of life,PHYS-468
exercice,2024-03-19 15:00:00,2024-03-19 17:00:00,42.0,GCD0386,Physics of life,PHYS-468
exercice,2024-04-23 15:00:00,2024-04-23 17:00:00,42.0,GCD0386,Physics of life,PHYS-468
